unit_name,month,Present Head Count--Admin,Present Head Count--Audit & Refilling,Present Head Count--CHECKING,Present Head Count--Checking,Present Head Count--Data Analyst,Present Head Count--Data analyst,Present Head Count--Delivery,Present Head Count--Dispatch,Present Head Count--Expiry,Present Head Count--Finance & Accounts,Present Head Count--HR,Present Head Count--IT,Present Head Count--IT ,Present Head Count--Inward,Present Head Count--Overall Non - Ops,Present Head Count--Overall Operation,Present Head Count--PURCHASE,Present Head Count--Purchase,Present Head Count--SALES,Present Head Count--Sales,Present Head Count--Sales Return,Present Head Count--Store,Present Head Count--store
Ahmedabad,2022-04-01,,1.0,,3.95,,,,0.8,,0.9666666666666667,,,,2.666666666666667,,,,,,11.116666666666665,0.9666666666666667,2.416666666666667,
Ahmedabad,2022-05-01,,0.7903225806451613,,3.145161290322581,,,,0.9516129032258065,,1.0,,,,1.8387096774193548,,,,,,14.14516129032258,0.9032258064516129,1.806451612903226,
Ahmedabad,2022-06-01,,0.3333333333333333,,4.0,,,,1.0,,1.0,,,,2.783333333333333,,,,,,14.95,1.0666666666666667,3.3,
Ahmedabad,2022-07-01,,,,4.048387096774194,,,,0.9354838709677419,,1.0,,,,2.370967741935484,,,,,,15.290322580645162,0.967741935483871,4.080645161290323,
Ahmedabad,2022-08-01,,,,1.935483870967742,,,,1.0,,1.467741935483871,,,,3.0161290322580645,,,,,,15.29032258064516,1.0,4.629032258064516,
Ahmedabad,2022-09-01,,,,1.9833333333333334,,,,0.9666666666666667,,1.0,,,,2.166666666666667,,,,,,14.433333333333334,0.9666666666666667,5.0,
Ahmedabad,2022-10-01,,0.8709677419354838,,2.1451612903225805,,,,0.6774193548387096,,1.0,,,,2.9193548387096775,,,,,,14.61290322580645,,5.903225806451613,
Ahmedabad,2022-11-01,,0.4,,0.8833333333333333,,,,1.0,,1.0,,,,2.8666666666666667,,,,,,14.7,,9.600000000000001,
Aurangabad,2022-04-01,1.0333333333333334,,,2.033333333333333,,,,1.0333333333333334,,,,,,2.9,,1.0,,0.9666666666666667,,10.033333333333333,1.0333333333333334,2.966666666666667,
Aurangabad,2022-05-01,1.0,,,2.0,,,,1.0,,,,,,2.7903225806451615,,0.0,,0.5483870967741935,,10.5,1.0,3.0,
Aurangabad,2022-06-01,1.0,,,2.0,,,,1.0,,,,,,2.6166666666666667,,,,1.0,,12.816666666666666,1.0,3.566666666666667,
Aurangabad,2022-07-01,1.0,,,2.0,,,,0.7096774193548387,,,,,,2.967741935483871,,,,1.0,,14.612903225806452,1.0,3.903225806451613,
Aurangabad,2022-08-01,1.0,,,2.0,,,,1.0,,,,,,2.6774193548387095,,,,1.0,,14.887096774193548,1.0,4.0,
Aurangabad,2022-09-01,1.0,1.3333333333333333,,1.75,,,,1.0,,,,,,3.8166666666666664,,,,,,12.166666666666666,1.0,3.966666666666667,
Aurangabad,2022-10-01,1.0,1.0,,4.064516129032258,,,,1.032258064516129,,,,,,2.5161290322580645,,,,,,12.225806451612902,1.0,4.709677419354838,
Aurangabad,2022-11-01,0.8333333333333334,0.9666666666666667,,3.833333333333333,,,,1.0,,,,,,2.6333333333333333,,,,,,10.8,0.9666666666666667,4.75,
Aushad,2022-04-01,1.0,,,7.0,,,5.0,5.0,,8.0,,,,3.0,,1.0,,,,26.0,,24.0,
Aushad,2022-05-01,1.0,,,6.0,,,4.0,5.0,,7.0,,,,3.0,,1.0,,,,26.0,,25.0,
Aushad,2022-06-01,0.6666666666666666,,,2.6,,,2.466666666666667,4.766666666666667,,6.166666666666666,,,,1.5666666666666669,,2.466666666666667,,1.6666666666666667,,18.533333333333335,,20.933333333333334,
Aushad,2022-07-01,0.7096774193548387,,,2.4516129032258065,,,4.306451612903226,4.612903225806452,,5.548387096774193,,,,1.5806451612903225,,2.3870967741935485,,1.4516129032258065,,17.693548387096776,,21.70967741935484,
Aushad,2022-08-01,0.7419354838709677,,,1.6774193548387095,,,3.967741935483871,5.048387096774194,,5.790322580645162,,,,1.6451612903225805,,2.5161290322580645,,1.5483870967741935,,18.435483870967744,,24.29032258064516,
Balasore,2022-04-01,1.9,,,,,,,,,2.0,,,,,,,,,,6.733333333333333,,,
Balasore,2022-05-01,2.0,,,,,,,,,2.0,,,,,,,,,,9.741935483870968,,,
Balasore,2022-06-01,2.0,,,,,,,,,2.0,,,,,,,,,,7.866666666666666,,,
Balasore,2022-07-01,2.0,,,,,,,,,2.0,,,,,,,,,,9.0,,,
Balasore,2022-08-01,2.0,,,,,,,,,2.0,,,,,,,,,,10.0,,,
Balasore,2022-09-01,2.7333333333333334,,,,,,,,,2.0,,,,,,,,,,10.0,,,
Balasore,2022-10-01,3.0,,,,,,,,,1.0,,,,,,,,,,10.0,,,
Balasore,2022-11-01,3.0,,,,,,,,,1.0666666666666667,,,,,,,,,,10.0,,,
Belgam,2022-04-01,0.7000599422374802,,,2.1166666666666667,,,6.033333333333333,1.4,,1.8500899133562203,0.9166666666666666,,,1.4666666666666668,,2.0,,,,15.366666666666667,,7.716666666666666,
Belgam,2022-05-01,0.677477363455626,,,2.1937514172559816,,,6.2586446022981965,1.467886957026162,,1.8871837871189228,0.8064516129032258,,,1.4154603511103376,,1.935483870967742,,,,14.30703169907239,,8.746845122266345,
Belgam,2022-06-01,1.0,,,2.8499999999999996,,,6.583333333333333,2.6333333333333333,,1.85,1.0,,,0.9333333333333333,,2.0,,,,15.316666666666666,,11.6,
Belgam,2022-07-01,0.7576189044809021,,,2.37054800126273,,,7.666622535850139,1.6041302551926337,,1.997507278233114,1.0,,,1.7562253738498055,,2.0,,,,17.300142540564835,,11.788411241922018,
Belgam,2022-08-01,0.9032258064516129,,,2.9516129032258065,,,7.290322580645161,1.0,,1.8870967741935485,1.0,,,2.0,,2.0,,,,19.82258064516129,,12.241935483870968,
Belgam,2022-09-01,0.7494686938041524,,,2.3264226168901776,,,10.634505255527365,0.8308082638637188,,1.9970279086625589,1.0,,,1.7478071765132295,,2.0,,,,16.305328017397606,,11.5491119971004,
Belgam,2022-10-01,0.7494686938041524,,,2.3264226168901776,,,9.055889815150417,0.8308082638637188,,1.9970279086625589,1.0,,,1.7478071765132295,,2.0,,,,16.305328017397606,,10.80130482058717,
Belgam,2022-11-01,0.7494686938041524,,,2.3264226168901776,,,9.886698079014137,0.8308082638637188,,0.9970279086625589,1.9970279086625589,,,1.7478071765132295,,2.0,,,,17.302355926060166,,11.632113084450888,
Bhopal,2022-04-01,,,,,,,2.0,,,1.0,,,,,,1.1333333333333333,,,,11.833333333333334,,,
Bhopal,2022-05-01,,,,,,,1.0,,,1.0,,,,,,1.1290489095367144,,,,10.0,,,
Bhopal,2022-06-01,,,,,,,,,,1.0,,,,,,1.1333333333333333,,,,11.766666666666666,,,
Bhopal,2022-07-01,,,,,,,,,,0.9354838709677419,,,,,,1.0,,,,9.935483870967742,,,
Bhopal,2022-08-01,,,,,,,,,,0.03225806451612903,,,,,,0.16129032258064516,,,,9.096774193548388,,,
Bhopal,2022-09-01,,,,,,,,,,0.9333333333333333,,,,,,,,,,7.466666666666667,,,
Bhopal,2022-10-01,,,,,,,,,,1.0,,,,,,0.8387096774193549,,,,5.0,,,
Bhopal,2022-11-01,,,,,,,,,,1.0,,,,,,1.0,,,,4.966666666666667,,,
Bhubaneswar,2022-04-01,2.0,3.7,,5.333333333333334,,,,2.033333333333333,,1.1,,,,4.366666666666667,,0.0,,,,19.066666666666666,0.9666666666666667,9.333333333333334,
Bhubaneswar,2022-05-01,2.064516129032258,3.064516129032258,,4.258064516129032,,,,2.161290322580645,,1.0,,,,5.129032258064516,,,,,,16.70967741935484,0.967741935483871,9.96774193548387,
Bhubaneswar,2022-06-01,1.9,3.1,,4.033333333333333,,,,2.0,,1.0,,,,4.0,,,,1.0,,13.466666666666665,0.9333333333333333,9.166666666666668,
Bhubaneswar,2022-07-01,2.129032258064516,4.225806451612903,,4.32258064516129,,,,2.129032258064516,,1.032258064516129,,,,4.354838709677419,,,,1.064516129032258,,14.758064516129032,1.467741935483871,9.32258064516129,
Bhubaneswar,2022-08-01,2.129032258064516,4.064516129032258,,4.354838709677419,,,,2.129032258064516,,1.0,,,,4.451612903225806,,,,1.064516129032258,,15.193548387096774,1.967741935483871,9.548387096774192,
Bhubaneswar,2022-09-01,1.0666666666666667,5.533333333333333,,4.266666666666667,,,,2.2,,2.2333333333333334,,,,4.4,,,,1.1,,14.600000000000001,2.1,6.566666666666666,
Bhubaneswar,2022-10-01,1.032258064516129,4.967741935483871,,4.32258064516129,,,,2.161290322580645,,2.129032258064516,,,,5.354838709677419,,,,,,13.580645161290322,2.161290322580645,6.451612903225806,
Bhubaneswar,2022-11-01,1.0,5.3,,4.0,,,,2.0,,2.0,,,,4.966666666666667,,,,,,14.1,2.0,5.8,
Bilaspur,2022-04-01,,,,,,,,0.9333333333333333,,1.0666666666666667,,,,,,,,,,6.033333333333333,,,
Bilaspur,2022-05-01,,,,,,,,0.967741935483871,,0.967741935483871,,,,,,,,,,7.129032258064516,,,
Bilaspur,2022-06-01,,,,,,,,0.9666666666666667,,0.9666666666666667,,,,,,,,,,4.633333333333333,,,
Bilaspur,2022-07-01,,,,,,,,0.967741935483871,,0.6774193548387096,,,,,,,,,,7.5,,,
Bilaspur,2022-08-01,,,,,,,,0.9032258064516129,,0.967741935483871,,,,,,,,,,9.338709677419354,,,
Bilaspur,2022-09-01,,,,,,,,0.9333333333333333,,1.0,,,,,,,,,,7.0,,,
Bilaspur,2022-10-01,,,,,,,,1.0,,1.0,,,,,,,,,,7.354838709677419,,,
Bilaspur,2022-11-01,,,,,,,,1.0,,1.0,,,,,,,,,,8.183333333333334,,,
Bokaro,2022-04-01,,,,,,,,,,,,,,,,,,,,1.5666666666666667,,,
Bokaro,2022-05-01,,,,,,,,,,,,,,,,0.6129032258064516,,,,5.032258064516129,,,
Bokaro,2022-06-01,,,,,,,,,,,,,,,,0.5666666666666667,,,,4.433333333333334,,,
Bokaro,2022-07-01,,,,,,,,,,,,,,,,1.064516129032258,,,,10.225806451612904,,,
Bokaro,2022-08-01,,,,,,,,,,,,,,,,1.032258064516129,,,,10.741935483870968,,,
Bokaro,2022-09-01,,,,,,,,,,1.0,,,,,,1.0,,,,9.433333333333334,,,
Bokaro,2022-10-01,,,,,,,,,,0.8709677419354839,,,,,,0.967741935483871,,,,10.032258064516128,,,
Bokaro,2022-11-01,,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,,7.0,,,
Chandigarh,2022-04-01,0.9666666666666667,0.9333333333333333,,4.675,,,,2.1833333333333336,1.1166666666666667,2.783333333333333,,0.0,,4.341666666666667,,2.066666666666667,,0.9333333333333333,,17.933333333333334,,8.575000000000001,
Chandigarh,2022-05-01,1.0,1.064516129032258,,5.209677419354838,,,,1.8225806451612903,0.6774193548387096,2.741935483870968,,,,4.048387096774194,,2.096774193548387,,1.0,,18.20967741935484,,7.854838709677419,
Chandigarh,2022-06-01,1.0,0.7666666666666667,,5.15,,,,2.1,1.05,3.033333333333333,,,,2.95,,1.9,,0.9666666666666667,,19.28333333333333,,6.833333333333333,
Chandigarh,2022-07-01,1.0,,,7.661290322580646,,,,2.4193548387096775,1.0,3.1935483870967745,,,,2.774193548387097,,2.0161290322580645,,1.0,,18.048387096774192,,10.483870967741936,
Chandigarh,2022-08-01,1.0,,,6.564516129032258,,,,2.225806451612903,1.032258064516129,2.096774193548387,,,,2.774193548387097,,2.0806451612903225,,0.967741935483871,,18.967741935483872,,11.983870967741936,
Chandigarh,2022-09-01,1.0,,,7.016666666666667,,,,3.1333333333333333,1.0333333333333334,1.7666666666666666,,,,3.7666666666666666,,1.6,,1.0,,17.366666666666667,,10.2,
Chandigarh,2022-10-01,1.0,0.9677419354838709,,9.516129032258064,,,,4.209677419354839,1.0161290322580645,2.032258064516129,,,,5.612903225806452,,1.096774193548387,,0.967741935483871,,18.983870967741936,,7.5,
Chandigarh,2022-11-01,0.9666666666666667,0.43333333333333335,,9.3,,,,4.166666666666667,1.0333333333333334,1.4666666666666668,,,,4.6,,1.0,,0.9666666666666667,,18.96666666666667,,9.816666666666666,
Chennai,2022-04-01,7.0,1.0666666666666667,,40.33333333333333,,2.6,5.233333333333333,18.883333333333333,11.966666666666667,15.600000000000001,0.2,3.0,,36.63333333333333,,,,2.966666666666667,,40.1,3.966666666666667,85.65,
Chennai,2022-05-01,2.8731362587140854,,,38.094070557227816,,2.1354719858214484,6.047106138094226,19.76376728789237,11.431978366827824,18.17195311112018,,0.9354838709677419,,34.39187401373268,,,,2.775253762021265,,39.400986702018635,3.855898150701018,98.4623700858238,
Chennai,2022-06-01,5.733333333333333,,,34.662962962962965,,2.066666666666667,5.992592592592593,18.71851851851852,11.603703703703705,17.000000000000004,,1.05,,34.67037037037037,,1.0333333333333334,,3.1000000000000005,,42.55185185185186,3.9833333333333334,104.29629629629629,
Chennai,2022-07-01,5.645161290322581,,,32.2831541218638,,2.096774193548387,5.695340501792114,20.650537634408604,10.602150537634408,17.752688172043012,,0.967741935483871,,33.38530465949821,,0.967741935483871,,2.838709677419355,,37.1415770609319,3.725806451612903,100.27240143369175,
Chennai,2022-08-01,5.193548387096774,,,32.71863799283154,2.129032258064516,,5.913978494623656,20.50179211469534,10.897849462365592,18.587813620071685,,1.0,,35.901433691756274,,1.0,,3.0,,38.38709677419355,3.661290322580645,108.58064516129032,
Chennai,2022-09-01,4.1000000000000005,,,33.864814814814814,1.6666666666666667,,7.118518518518519,28.651851851851852,12.481481481481481,18.96666666666667,,1.0333333333333334,,36.38703703703704,,1.0333333333333334,,2.8833333333333333,,39.083333333333336,3.6000000000000005,106.67962962962963,1.0333333333333334
Chennai,2022-10-01,2.838709677419355,,,31.591397849462368,1.935483870967742,,5.781362007168459,18.949820788530467,10.799283154121865,19.06451612903226,,0.967741935483871,,34.157706093189965,,0.967741935483871,,2.870967741935484,,34.87096774193549,3.806451612903226,103.54838709677418,
Chennai,2022-11-01,4.033333333333333,,,29.029629629629632,1.9666666666666668,,5.5777777777777775,19.131481481481483,12.30925925925926,21.61851851851852,,,1.0,33.57962962962963,,5.640740740740741,,2.8666666666666667,,36.18888888888889,3.6259259259259267,97.89444444444445,
Coimbatore,2022-04-01,2.158333333333333,,,10.979166666666668,,,5.716666666666667,3.6333333333333337,2.966666666666667,2.966666666666667,,0.9666666666666667,,6.675,,,,1.8666666666666667,,10.766666666666666,,15.508333333333333,
Coimbatore,2022-05-01,2.166733870967742,,,9.786021505376343,,,5.886760752688172,3.692204301075269,2.728494623655914,2.806451612903226,,0.967741935483871,,6.645766129032258,,,,1.935483870967742,,10.905376344086022,,13.981720430107528,
Coimbatore,2022-06-01,1.1666666666666667,,,10.74074074074074,,,6.377777777777778,5.359259259259259,3.0333333333333337,3.9333333333333336,,1.0,,6.816666666666666,,,,2.0,,12.383333333333333,,13.737037037037037,
Coimbatore,2022-07-01,1.1290322580645162,,,13.206093189964157,,,6.573476702508961,4.275985663082437,2.888888888888889,2.870967741935484,,0.967741935483871,,6.667025089605734,,,,1.935483870967742,,11.071684587813621,,14.589605734767026,
Coimbatore,2022-08-01,0.8709677419354839,,,15.937275985663081,,,5.833333333333334,4.397849462365592,2.806451612903226,2.870967741935484,,1.0,,6.781362007168458,,2.209677419354839,,1.967741935483871,,11.935483870967742,,13.759856630824371,
Coimbatore,2022-09-01,1.1666666666666667,,,17.975925925925928,,,5.537037037037037,4.531481481481482,3.2148148148148152,3.066666666666667,,1.0333333333333334,,6.951851851851853,,2.218518518518519,,1.9500000000000002,,11.566666666666666,,12.974074074074075,
Coimbatore,2022-10-01,1.096774193548387,,,19.620071684587813,,,5.546594982078853,4.304659498207886,3.096774193548387,2.8870967741935485,,0.9516129032258064,,6.870967741935484,,2.139784946236559,,2.032258064516129,,10.919354838709678,,16.779569892473116,
Coimbatore,2022-11-01,1.0333333333333334,,,20.28148148148148,,,5.996296296296297,3.2574074074074075,2.688888888888889,3.0666666666666664,,,1.0333333333333334,7.694444444444445,,2.2444444444444445,,2.033333333333333,,11.075925925925926,,23.86851851851852,
DC,2022-04-01,13.083333333333332,17.183333333333334,,47.583333333333336,,1.0,2.0,18.216666666666665,16.533333333333335,9.850000000000001,2.033333333333333,1.4666666666666666,,20.95,1.0666666666666667,4.566666666666666,,2.533333333333333,,123.5,3.6833333333333336,102.0,
DC,2022-05-01,13.516129006570303,18.16131796018854,,40.54845600835034,,1.0,1.967741935483871,15.306478424155049,18.806408431218067,9.16128018736627,2.0,0.8064354551460661,,21.161376847951885,1.0,3.6129102838621683,,3.032251271097205,,121.99999163582265,4.354867444178174,106.24234644802539,
DC,2022-06-01,12.8,20.266666666666666,,40.483333333333334,,1.0,1.3333333333333333,15.766666666666666,21.4,8.916666666666666,2.0,1.2333333333333334,,18.833333333333336,1.0,2.783333333333333,,2.8,,118.46666666666665,4.4,103.18333333333334,
DC,2022-07-01,12.580645161290322,18.903225806451616,,40.03225806451613,,1.0,1.129032258064516,14.193548387096774,17.06451612903226,8.564516129032258,2.0,1.7096774193548387,,17.274193548387096,0.0,1.967741935483871,,3.0,,112.2258064516129,4.67741935483871,101.16129032258064,
DC,2022-08-01,12.709677419354838,17.0,,35.37096774193549,1.0,,0.967741935483871,12.612903225806452,15.725806451612902,7.661290322580645,2.0,1.7096774193548387,,18.032258064516128,,1.4838709677419355,,2.935483870967742,,116.96774193548386,3.758064516129032,111.41935483870968,
DC,2022-09-01,12.2,17.483333333333334,,40.93333333333334,1.0,,1.0,12.033333333333333,14.85,7.9,2.033333333333333,1.5666666666666667,,22.066666666666666,,1.0666666666666667,,2.966666666666667,,111.88333333333334,5.083333333333334,103.45,
DC,2022-10-01,13.048387096774194,18.741935483870968,,36.564516129032256,1.0,,0.9032258064516129,11.225806451612904,16.258064516129032,7.129032258064516,1.967741935483871,1.7096774193548387,,16.951612903225808,,1.032258064516129,,2.935483870967742,,107.11290322580645,4.064516129032258,116.5,
DC,2022-11-01,8.633333333333333,15.900000000000002,,32.21666666666667,1.0,,0.0,10.6,14.166666666666668,6.466666666666667,1.9666666666666668,,1.3666666666666667,18.6,,0.9,,2.5666666666666664,,101.53333333333333,4.266666666666667,100.39999999999999,
DRK,2022-04-01,,,,7.133333333333334,,,2.066666666666667,,1.0666666666666667,2.0,,,,3.0,,,,1.0,,18.733333333333334,,16.96666666666667,
DRK,2022-05-01,,,,5.274620784825018,,,1.734871965414034,,0.9541178406846609,1.7481935483870967,,,,1.69981206171108,,,,0.8064516129032258,,16.920801368611336,,14.002879622322599,
DRK,2022-06-01,,,,5.133333333333334,,,2.466666666666667,,0.9,1.8,,,,1.65,,,,0.8,,17.56666666666667,,15.2,
DRK,2022-07-01,,,,5.709677419354839,,,3.645161290322581,,0.967741935483871,1.806451612903226,,,,3.112903225806452,,,,0.8064516129032258,,17.806451612903228,,14.258064516129032,
DRK,2022-08-01,,,,5.209677419354838,,,2.4193548387096775,,0.8709677419354839,1.806451612903226,,,,2.887096774193548,,,,0.7741935483870968,,16.516129032258064,,14.29032258064516,
DRK,2022-09-01,,,,5.633333333333334,,,2.6333333333333333,,0.9333333333333333,1.9,,,,3.3333333333333335,,,,0.8666666666666667,,17.85,,15.6,
DRK,2022-10-01,,,,4.774193548387096,,,3.419354838709677,,0.8709677419354838,1.806451612903226,,,,3.096774193548387,,,,0.8387096774193549,,17.29032258064516,,14.70967741935484,
DRK,2022-11-01,,,,5.133333333333333,,,3.6333333333333333,,0.9,1.8666666666666667,,,,3.2,,,,0.8,,18.35,,17.45,
Davangere,2022-04-01,3.6333333333333333,1.0,,21.566666666666666,,1.0,18.55,19.1,0.48333333333333334,9.666666666666668,1.8666666666666667,,,36.38333333333333,,1.0,,7.333333333333333,,91.38333333333333,6.433333333333334,90.25,
Davangere,2022-05-01,3.7193495409904718,1.0,,20.50738022739829,,0.3225806451612903,18.558440149647954,19.398396052442376,0.6709624442162782,9.684664616533425,1.0,,,34.909332058517094,,,,7.386004434947792,,85.36286727699755,6.768093603130195,83.1481444107801,
Davangere,2022-06-01,3.728575238095238,1.0,,17.3,,,16.77666119235682,18.733333333333334,0.509994525690154,9.666666666666666,1.0,,,39.62654168685299,,,,5.529701834862386,,79.64914360717458,7.876751015829149,83.65371037406968,
Davangere,2022-07-01,4.719349540990471,1.0,,20.257930811787173,,1.0,18.212673153429517,21.12741771506848,0.7193495409904717,9.716922681049553,1.0,1.0,,42.39273758378595,,,,7.22363943218541,,84.03100174824733,7.993900054743099,86.6307243590313,
Davangere,2022-08-01,4.703839837334793,1.0,0.9384531164463907,16.50832877140846,,1.0,17.842027058731524,21.560882145929458,0.7038398373347932,11.742316415109094,2.0,1.0,,43.37545945100492,,,,6.910221318526628,,86.7739110033628,7.99272698834754,88.89613021562444,
Davangere,2022-09-01,3.703839837334793,1.0,,18.385235004301244,,1.0,19.098146555095017,21.560882145929458,0.7038398373347932,10.745209978884805,2.0,1.0,,43.37545945100493,,,,6.910221318526628,,90.40462970204113,7.99272698834754,96.62460444726595,
Davangere,2022-10-01,3.703839837334793,1.0,,18.231388850455087,,,19.098146555095017,19.371158207554547,0.7038398373347932,10.745209978884805,2.807069680143896,1.0,,43.7417689841245,,,,6.309298506295456,,83.41620395714398,7.99272698834754,94.35651967366778,
Davangere,2022-11-01,3.703839837334793,1.0,,19.817940095409398,,,20.098146555095017,19.177915069992963,0.7038398373347932,10.745209978884805,2.0,,1.0,48.59935872370376,,,,6.309298506295456,,86.80143896144521,7.99272698834754,98.37178384296551,
Desai,2022-04-01,1.0,,,11.866666666666667,,,3.1,1.1666666666666667,6.133333333333334,4.9,,,,7.9,,1.0333333333333334,,,,6.333333333333334,1.0333333333333334,25.933333333333337,
