unit_name,month,Worked Mandays--Present Head Count--Admin,Worked Mandays--Present Head Count--Audit & Refilling,Worked Mandays--Present Head Count--CHECKING,Worked Mandays--Present Head Count--Checking,Worked Mandays--Present Head Count--Data Analyst,Worked Mandays--Present Head Count--Data analyst,Worked Mandays--Present Head Count--Delivery,Worked Mandays--Present Head Count--Dispatch,Worked Mandays--Present Head Count--Expiry,Worked Mandays--Present Head Count--Finance & Accounts,Worked Mandays--Present Head Count--HR,Worked Mandays--Present Head Count--IT,Worked Mandays--Present Head Count--IT ,Worked Mandays--Present Head Count--Inward,Worked Mandays--Present Head Count--Overall Non - Ops,Worked Mandays--Present Head Count--Overall Operation,Worked Mandays--Present Head Count--PURCHASE,Worked Mandays--Present Head Count--Purchase,Worked Mandays--Present Head Count--SALES,Worked Mandays--Present Head Count--Sales,Worked Mandays--Present Head Count--Sales Return,Worked Mandays--Present Head Count--Store,Worked Mandays--Present Head Count--store
Desai,2022-04-01,26.0,,,308.53333333333336,,,80.60000000000001,30.333333333333336,159.46666666666667,127.4,,,,205.4,,26.86666666666667,,,,164.66666666666669,26.86666666666667,674.2666666666668,
Desai,2022-05-01,30.19363449691992,,,284.3214421008297,,,71.2908799039689,30.193477246702574,152.64524420236518,89.74172580645161,,,,184.51725226841802,,7.548387096774194,,,,150.97047984269776,26.83918105178643,667.6141706503759,
Desai,2022-06-01,29.466666666666665,,,318.0666666666667,,,73.66666666666667,29.466666666666665,145.6,143.86666666666667,,,,209.73333333333332,,26.86666666666667,,,,162.93333333333334,21.666666666666668,908.2666666666665,
Desai,2022-07-01,28.516129032258064,,,314.5161290322581,,,80.51612903225806,29.354838709677416,149.29032258064518,151.80645161290323,,,,209.67741935483872,,26.0,,,,163.54838709677418,26.0,790.9032258064516,
Desai,2022-08-01,30.483870967741932,,,297.43548387096774,,,83.61290322580645,30.48387096774194,132.38709677419354,162.8709677419355,,,,251.70967741935482,,13.935483870967742,,,,175.93548387096774,27.0,724.6451612903226,
Desai,2022-09-01,30.333333333333336,,,244.4,,,81.46666666666668,31.2,153.4,127.4,,,,227.93333333333337,,27.733333333333334,,,,169.43333333333337,26.0,702.0,
Desai,2022-10-01,29.354838709677416,,,313.67741935483866,,,80.51612903225806,29.354838709677416,151.80645161290323,128.32258064516128,,,,231.48387096774192,,26.0,,,,156.83870967741936,26.0,816.9032258064516,
Desai,2022-11-01,30.333333333333336,,,253.0666666666667,,,81.46666666666667,30.333333333333336,153.4,124.80000000000001,,,,283.40000000000003,,26.86666666666667,,,,137.8,24.266666666666666,796.9000000000001,
Dhanbad,2022-04-01,,,,,,,,,,,,,,,,26.0,,,,233.13333333333333,,23.400000000000002,
Dhanbad,2022-05-01,,,,,,,,,,,,,,,,26.0,,,,232.32258064516128,,26.0,
Dhanbad,2022-06-01,,,,,,,,,,,,,,,,26.0,,,,257.40000000000003,,26.0,
Dhanbad,2022-07-01,,,,,,,,,,,,,,,,26.0,,,,243.22580645161293,,26.0,
Dhanbad,2022-08-01,,,,,,,,,,,,,,,,27.870967741935484,,,,265.64516129032256,,27.870967741935484,
Dhanbad,2022-09-01,,,,,,,,,,10.4,,,,,,26.0,,,,240.93333333333337,,0.0,
Dhanbad,2022-10-01,,,,,,,,,,26.838709677419352,,,,,,26.838709677419352,,,,265.87096774193543,,,
Dhanbad,2022-11-01,,,,,,,,,,17.333333333333332,,,,,,17.333333333333332,,,,182.0,,,
Eastern,2022-04-01,,151.66666666666669,,1574.3000000000002,,,,,384.8,408.2,,,,605.8000000000001,,137.79999999999998,,51.13333333333334,,340.1666666666667,253.0666666666667,2905.9333333333334,
Eastern,2022-05-01,,141.32159295394635,,1411.9680177847838,,,,,332.5480141312864,372.38816329209465,,,,595.0659351090553,,139.22564516749355,,43.61361626272668,,340.51624251610247,235.25793472855892,2581.12576247624,
Eastern,2022-06-01,,143.0,,1308.6666666666667,,,,,445.46666666666664,409.0666666666667,,,,833.7333333333335,,174.20000000000002,,55.900000000000006,,399.1,208.86666666666667,2999.9666666666662,
Eastern,2022-07-01,,116.5806451612903,,1420.774193548387,,,,26.838709677419352,415.1612903225806,397.12903225806457,,,,1264.3548387096773,,164.38709677419354,,106.09677419354837,,381.19354838709677,201.29032258064518,3031.0967741935483,
Eastern,2022-08-01,,123.67741935483872,,1491.967741935484,,,,,427.64516129032256,418.5,,,,1234.1612903225807,,167.66129032258064,,104.51612903225805,,394.5483870967742,189.0,2971.3064516129034,
Eastern,2022-09-01,,103.13333333333334,,1328.1666666666665,,,,,403.8666666666667,396.9333333333333,,,,804.2666666666667,,162.93333333333337,,86.66666666666666,,357.5,159.9,2828.366666666667,
Eastern,2022-10-01,,119.93548387096774,,1308.8064516129034,,,,,394.19354838709677,410.54838709677415,,,,906.6451612903224,,166.90322580645162,,79.6774193548387,,352.6774193548387,212.19354838709674,3413.548387096774,
Eastern,2022-11-01,,93.60000000000001,,1311.6999999999998,,,,,431.16666666666663,399.53333333333336,,,,861.4666666666667,,169.86666666666667,,93.60000000000001,,363.56666666666666,211.03333333333336,3045.9,
Gaya,2022-04-01,,,,,,,,,,,,,,,,,,,,31.200000000000003,,,
Gaya,2022-05-01,,,,,,,,,,,,,,,,,,,,76.3225806451613,,,
Gaya,2022-06-01,,,,,,,,,,,,,,,,,,,,80.60000000000001,,,
Gaya,2022-07-01,,,,,,,,,,,,,,,,,,,,144.25806451612905,,,
Gaya,2022-08-01,,,,,,,,,,,,,,,,,,,,121.93548387096773,,,
Goa,2022-04-01,36.4,,,,,,130.0,,26.0,52.0,26.0,,,103.13333333333334,,26.0,,26.0,,305.93333333333334,,197.64333333333332,
Goa,2022-05-01,52.0,,,,,,121.61290322580646,,26.0,50.322580645161295,26.0,,,99.80645161290323,,51.16129032258065,,26.0,,320.38709677419354,,169.83870967741936,
Goa,2022-06-01,52.0,,,,,,151.66666666666666,,26.0,52.0,26.0,,,104.0,,64.13333333333334,,26.0,,295.53333333333336,,203.23333333333332,
Goa,2022-07-01,49.483870967741936,,,26.0,,,152.6451612903226,,26.0,52.0,26.0,,,128.74193548387095,,52.0,,26.0,,304.45161290322585,,179.90322580645162,
Goa,2022-08-01,54.0,,,19.161290322580648,,,131.9516129032258,,27.0,54.0,27.0,,,111.0483870967742,,54.0,,27.0,,244.74193548387098,,212.9516129032258,
Goa,2022-09-01,66.73333333333332,,,0.0,,,100.96666666666667,,26.0,54.6,26.0,,,103.56666666666666,,52.0,,26.0,,248.73333333333332,,177.66666666666669,
Goa,2022-10-01,78.0,,,,,,99.80645161290323,,26.0,52.83870967741935,26.0,,,104.0,,52.0,,26.0,,236.51612903225808,,179.48387096774195,
Goa,2022-11-01,78.0,,,,,,104.0,,26.0,51.78333333333333,26.0,,,104.0,,52.0,,26.0,,239.85,,171.81666666666666,
Gurgaon,2022-04-01,566.8,693.3333333333333,,1683.9333333333334,,73.66666666666667,750.5333333333333,680.7666666666668,881.4,224.46666666666664,26.0,50.266666666666666,,732.7666666666667,,106.16666666666669,,123.06666666666666,,2964.866666666667,,2430.5666666666666,
Gurgaon,2022-05-01,528.5296110225469,703.2577067726646,,1581.7826656933314,,75.48387096774194,687.7439810183799,639.0967218771506,945.6466600097821,242.38709677419354,26.0,51.16129032258065,,790.9046341241328,,106.51682497987997,,117.83870967741936,,2912.839618246082,,2540.9136856235846,
Gurgaon,2022-06-01,602.7666666666667,669.9333333333334,,1481.5666666666666,,52.0,772.1999999999999,565.9333333333333,613.6,275.59999999999997,26.0,26.0,,780.8666666666666,,103.13333333333334,,124.8,,2708.766666666667,,2311.8333333333335,
Gurgaon,2022-07-01,610.5806451612904,656.2903225806451,,1553.2903225806451,,49.483870967741936,754.0,582.9032258064516,833.6774193548387,317.0322580645161,26.0,26.0,,732.6129032258065,,103.16129032258064,,121.19354838709677,,2603.354838709677,,2390.741935483871,
Gurgaon,2022-08-01,582.6774193548387,692.4193548387096,,1848.6290322580646,52.25806451612903,,757.741935483871,603.1451612903226,880.5483870967741,332.7096774193548,27.0,27.0,,814.7903225806451,,104.51612903225806,,114.53225806451613,,2709.5806451612902,,2598.532258064516,
Gurgaon,2022-09-01,519.5666666666667,641.7666666666667,,1694.7666666666669,52.0,,717.6,612.3000000000001,813.3666666666667,330.2,26.0,26.0,,733.1999999999999,,102.26666666666668,,104.0,,2509.866666666667,,2712.6666666666665,
Gurgaon,2022-10-01,537.6129032258065,675.1612903225806,,1625.0,51.16129032258065,,866.3870967741935,595.483870967742,821.0967741935484,320.38709677419354,26.0,26.0,,653.3548387096774,,101.48387096774194,,99.80645161290323,,2318.1935483870966,,2661.225806451613,
Gurgaon,2022-11-01,475.8,618.3666666666666,,1542.2333333333331,52.0,,781.7333333333333,588.0333333333333,916.5,309.40000000000003,26.0,,26.0,614.4666666666667,,102.26666666666668,,101.39999999999999,,2268.0666666666666,,2668.8999999999996,
Guwahati,2022-04-01,23.400000000000002,28.6,,84.06666666666666,,26.0,,28.6,,30.766666666666666,,,,55.46666666666667,,,,0.0,,375.70000000000005,27.733333333333334,132.6,
Guwahati,2022-05-01,26.0,27.676504631665605,,78.83703140490445,,27.67724575686491,,27.258735483870968,,26.0,,,,56.1916769396674,,,,,,347.2229276670958,25.999867397679463,131.67551217962904,
Guwahati,2022-06-01,26.0,26.86666666666667,,79.73333333333333,,26.0,,26.86666666666667,,30.333333333333336,,,,56.33333333333334,,,,,,507.0,26.0,130.86666666666667,
Guwahati,2022-07-01,25.161290322580648,26.0,,78.0,,26.0,,26.0,,26.0,,,,52.0,,,,,,501.96774193548384,18.451612903225808,129.16129032258064,
Guwahati,2022-08-01,27.0,28.741935483870968,,83.1774193548387,27.870967741935484,,,27.870967741935484,,55.74193548387097,,,,55.74193548387097,,,,,,476.8548387096775,27.870967741935484,138.91935483870967,
Guwahati,2022-09-01,26.0,26.86666666666667,,79.73333333333333,26.86666666666667,,,26.0,,47.66666666666667,,,,52.86666666666666,,,,,,439.4,26.0,133.46666666666667,
Guwahati,2022-10-01,26.419354838709676,6.709677419354838,,76.3225806451613,28.516129032258064,,,28.096774193548384,,49.06451612903226,,,,18.451612903225808,,,,,,437.8064516129032,12.580645161290324,141.74193548387098,
Guwahati,2022-11-01,26.0,,,79.73333333333333,23.400000000000002,,,26.86666666666667,,52.0,,,,,,,,,,399.53333333333336,,182.43333333333334,
Gwalior,2022-04-01,26.0,,,,,,,,,,,,,,,,,,,338.8666666666667,,,
Gwalior,2022-05-01,22.64516129032258,,,,,,,,,,,,,,,,,,,319.5483870967742,,,
Gwalior,2022-06-01,26.0,,,,,,,,,,,,,,,,,,,344.06666666666666,,,
Gwalior,2022-07-01,0.0,,,,,,,,,,,,,,,,,,,298.58064516129036,,,
Gwalior,2022-08-01,20.032258064516128,,,,,,,,,,,,,,,,,,,316.1612903225806,,,
Gwalior,2022-09-01,26.0,,,,,,,,,,,,,,,,,,,242.66666666666669,,,
Gwalior,2022-10-01,26.0,,,,,,,,,,,,,,,,,,,260.0,,,
Gwalior,2022-11-01,26.0,,,,,,,,,,,,,,,,,,,216.66666666666663,,,
Hyd Arush,2022-04-01,,,,,,26.0,,,,199.33333333333334,26.0,,,,,104.0,,,,774.8000000000001,,,
Hyd Arush,2022-05-01,,,,,,25.161290322580648,,,,183.67741935483872,26.0,,,,,104.0,,,,694.4516129032259,,,
Hyd Arush,2022-06-01,,,,,,26.0,,,,148.20000000000002,26.0,,,,,94.46666666666667,,,,687.2666666666667,,,
Hyd Arush,2022-07-01,,,,,,22.64516129032258,,,,126.64516129032256,7.548387096774194,,,,,84.70967741935483,,,,689.4193548387096,,,
Hyd Arush,2022-08-01,,,,,21.774193548387096,,,27.0,,143.70967741935482,,,,,,84.48387096774194,,,,645.3870967741937,,,
Hyd Arush,2022-09-01,,,,,19.066666666666666,,,117.86666666666666,,133.46666666666664,,,,,,26.0,,,,463.66666666666663,26.0,,
Hyd Arush,2022-10-01,,,,,26.0,,,156.83870967741936,,107.35483870967741,,,,,,26.0,,,,446.1935483870968,28.516129032258064,,
Hyd Arush,2022-11-01,,,,,26.0,,,162.93333333333334,,104.0,,,,,,26.0,,,,461.9333333333333,28.6,,
Indore,2022-04-01,,,,14.733333333333333,,,29.466666666666665,70.2,27.733333333333334,45.93333333333333,26.0,,,71.06666666666666,,,,,,385.6666666666667,25.133333333333333,402.1333333333333,
Indore,2022-05-01,,,,24.32258064516129,,,26.0,62.06451612903226,28.516129032258064,50.322580645161295,26.0,,,51.16129032258065,,,,,,390.0,26.0,395.0322580645161,
Indore,2022-06-01,,,,5.2,,,26.0,47.66666666666667,26.86666666666667,74.53333333333333,,,,53.73333333333333,,,,,,357.9333333333333,26.0,342.33333333333337,
Indore,2022-07-01,,,,,,,,55.354838709677416,27.677419354838708,75.48387096774194,,,,49.48387096774193,,21.806451612903228,,,,400.06451612903226,25.161290322580648,313.6774193548387,
Indore,2022-08-01,,,,,,,,43.54838709677419,27.0,80.12903225806451,,,,24.387096774193548,,27.870967741935484,,,,406.741935483871,27.0,250.83870967741936,
Indore,2022-09-01,,,,73.66666666666667,,,,25.133333333333333,29.466666666666665,69.33333333333333,,,,84.06666666666666,,26.86666666666667,,,,364.0,29.466666666666665,181.13333333333333,
Indore,2022-10-01,,,,79.6774193548387,,,,26.838709677419352,26.0,68.77419354838709,,,,78.0,,26.838709677419352,,,,364.0,26.0,183.67741935483872,
Indore,2022-11-01,,,,73.66666666666667,,,,24.7,26.0,70.2,,,,79.73333333333333,,24.7,,,,364.0,24.266666666666666,161.20000000000002,
JP,2022-04-01,,,,,,,182.0,,,104.0,,,,,,52.0,,,,26.0,,,
JP,2022-05-01,,,,,,,152.6451612903226,,,87.22580645161291,,,,,,65.41935483870968,,,,21.806451612903228,,,
JP,2022-06-01,,,,,,,126.1,,,91.86666666666666,,,,,,26.0,,,,114.83333333333334,,,
JP,2022-07-01,,,,,,,144.25806451612905,,,62.903225806451616,,,,,,87.22580645161291,,19.70967741935484,,21.806451612903228,,,
JP,2022-08-01,,,,,,,145.01612903225808,,,67.5,,,,,,90.58064516129032,,21.774193548387096,,22.64516129032258,,,
JP,2022-09-01,,,,,,,120.00000000000001,,,75.0,,,,,,26.0,,26.0,,101.00000000000001,,52.0,
JP,2022-10-01,,,,,,,98.96774193548387,,,65.41935483870968,,,,,,21.806451612903228,,21.806451612903228,,82.19354838709678,,43.612903225806456,
JP,2022-11-01,,,,,,,118.0,,,83.0,,,,,,26.0,,26.0,,103.5,,52.0,
Jaipur,2022-04-01,,,,,,,731.4666666666667,,38.13333333333334,99.66666666666666,,,,,,130.86666666666667,,,,1175.2,,,
Jaipur,2022-05-01,,,,,,,708.7096774193549,,19.70967741935484,99.38709677419354,,,,,,122.45161290322581,,,,1123.032258064516,,,
Jaipur,2022-06-01,,,,,,,744.4666666666667,,42.03333333333333,51.13333333333334,,,,,,127.4,,,,1147.4666666666667,,,
Jaipur,2022-07-01,,,,,,,746.8709677419355,,33.54838709677419,100.64516129032259,,,,,,129.16129032258064,,,,1126.8064516129034,,,
Jaipur,2022-08-01,,,,,,,928.8870967741934,,25.693548387096776,108.0,,,,,,137.61290322580646,,,,1235.9032258064517,,,
Jaipur,2022-09-01,,,,,,,866.6666666666667,,26.0,100.53333333333333,,,,,,131.73333333333332,,,81.46666666666668,1063.8333333333335,,,
Jaipur,2022-10-01,,,,,,,817.741935483871,,25.580645161290324,75.06451612903226,,,,,24.32258064516129,131.67741935483872,,,74.64516129032259,1031.1935483870968,,,
Jaipur,2022-11-01,,,,,,,878.8,,25.133333333333333,76.7,,,,,26.0,127.39999999999999,,,,1136.2,,,
Jalandhar,2022-04-01,,,,,,,,,,26.0,,,,,,32.06666666666667,,,,552.5,,28.166666666666664,
Jalandhar,2022-05-01,,,,,,,,,,25.161290322580648,,,,,,25.1752688172043,,,,501.9944834034596,,25.161290322580648,
Jalandhar,2022-06-01,,,,,,,,,,24.266666666666666,,,,,,16.900000000000002,,,,354.03333333333336,,24.266666666666666,
Jalandhar,2022-07-01,,,,,,,,,,25.161290322580648,,,,,,20.548387096774192,,,,313.258064516129,,,
Jalandhar,2022-08-01,,,,,,,,,,26.129032258064512,,,,,,,,,,320.9516129032258,,,
Jalandhar,2022-09-01,,,,,,,,,,25.133333333333333,,,,,,,,,,318.93333333333334,,,
Jalandhar,2022-10-01,,,,,,,,,,26.838709677419352,,,,,,,,,,341.7741935483871,,,
Jalandhar,2022-11-01,,,,,,,,,,23.833333333333332,,,,,,,,,,326.73333333333335,,,
Jamshedpur,2022-04-01,26.0,,,74.10000000000001,,26.0,,25.133333333333333,,26.0,,,,60.66666666666667,,49.4,,,,354.46666666666664,23.833333333333332,122.63333333333334,
Jamshedpur,2022-05-01,24.32258064516129,,,78.83870967741936,,26.0,,26.0,,26.838709677419352,,,,72.12903225806453,,78.83870967741936,,,,283.06451612903226,23.483870967741936,130.0,
Jamshedpur,2022-06-01,26.0,,,78.86666666666666,,26.0,,26.0,,27.733333333333334,,,,46.800000000000004,,80.60000000000001,,,,337.1333333333333,24.266666666666666,137.79999999999998,
Jamshedpur,2022-07-01,24.32258064516129,,,78.41935483870968,,26.0,,26.0,,27.677419354838708,,,,26.0,,78.0,,,,322.90322580645164,12.580645161290324,148.8709677419355,
Jamshedpur,2022-08-01,27.870967741935484,,,86.66129032258064,28.741935483870968,,,27.0,,28.741935483870968,,,,23.516129032258064,,77.95161290322581,,,,349.25806451612897,,108.0,
Jamshedpur,2022-09-01,22.533333333333335,38.13333333333334,,92.73333333333333,26.0,,,52.0,,26.0,,,,38.13333333333334,,78.86666666666666,,,,338.8666666666667,,108.33333333333334,
Jamshedpur,2022-10-01,26.0,52.0,,84.70967741935483,27.677419354838708,,,7.548387096774194,,26.838709677419352,,,,50.322580645161295,,62.06451612903225,,,,345.54838709677415,,150.1290322580645,
Jamshedpur,2022-11-01,30.333333333333336,60.66666666666667,,91.0,30.333333333333336,,,,,30.333333333333336,,,,37.26666666666666,,56.33333333333334,,,,344.93333333333334,,106.60000000000001,
Jhansi,2022-06-01,,,,,,,,,,,,,,,,,,,,,,12.133333333333333,
Jhansi,2022-07-01,,,,,,,,,,,,,,,,26.0,,,,,,,
Jhansi,2022-08-01,,,,,,,,,,,,,,6.967741935483871,,33.96774193548387,,,,50.516129032258064,,6.967741935483871,
Jhansi,2022-09-01,,,,65.0,,,,25.133333333333333,,,,,,50.266666666666666,,26.0,,,,181.13333333333333,13.866666666666667,62.4,
Jodhpur,2022-04-01,,,,,,,,,,26.0,,,,,,26.0,,,,398.6666666666667,,,
Jodhpur,2022-05-01,,,,,,,,,,26.0,,,,,,26.0,,,,364.41935483870964,,,
Jodhpur,2022-06-01,,,,,,,,,,26.0,,,,,,22.966666666666665,,,,247.0,,,
Jodhpur,2022-07-01,,,,,,,,,,24.741935483870968,,,,,,25.580645161290324,,,,276.35483870967744,,,
Jodhpur,2022-08-01,,,,,,,,,,27.0,,,,,,27.0,,,,336.19354838709677,,,
Jodhpur,2022-09-01,,,,,,,,,,26.0,,,,,,26.0,,,,311.1333333333333,,,
Jodhpur,2022-10-01,,,,,,,,,,26.0,,,,,,26.0,,,,294.3870967741936,,,
Jodhpur,2022-11-01,,,,,,,,,,26.0,,,,,,26.0,,,,308.1,,,
Kanpur,2022-04-01,,,,,,,7.800000000000001,,,,,,,,,,,,,429.0,,,
Kanpur,2022-05-01,,,,,,,,,,,,,,,,,,,,391.6771761977241,,,
Kanpur,2022-06-01,,,,,,,,,,,,,,,,,,,,437.66666666666674,,,
Kanpur,2022-07-01,,,,,,,,,,,,,,,,,,,,424.3870967741935,,,
Kanpur,2022-08-01,,,,,,,27.870967741935484,,,,,,,,,30.483870967741932,,,,407.61290322580646,,,
Kanpur,2022-09-01,,,,,,,26.0,,,,,,,,,28.6,,,,369.2,,,
Kanpur,2022-10-01,,,,,,,26.838709677419352,,,,,,,,,29.354838709677416,,,,365.6774193548387,,,
Kanpur,2022-11-01,,,,,,,26.0,,,,,,,,,27.733333333333334,,,,409.06666666666666,,,
Kharagpur,2022-04-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-05-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-06-01,,,,,,,,,,,,,,,,,,,,253.0666666666667,,,
Kharagpur,2022-07-01,,,,,,,,,,,,,,,,,,,,258.3225806451613,,,
Kharagpur,2022-08-01,,,,,,,,,,,,,,,,,,,,268.258064516129,,,
Kharagpur,2022-09-01,,,,,,,,,,,,,,,,,,,,266.0666666666667,,,
Kharagpur,2022-10-01,,,,,,,,,,,,,,,,,,,,242.38709677419354,,,
Kharagpur,2022-11-01,,,,,,,,,,,,,,,,,,,,233.13333333333333,,,
Kolkata,2022-04-01,26.0,,,,,26.0,25.133333333333333,237.46666666666664,,240.0666666666667,,,,,,26.0,,,,1119.7333333333333,25.133333333333333,,
Kolkata,2022-05-01,16.774193548387096,,,,,26.0,27.677419354838708,254.96774193548387,,241.54838709677415,,,,,,26.0,,,,1093.6774193548385,26.0,,
Kolkata,2022-06-01,26.0,,,,,26.0,27.733333333333334,260.0,,215.8,,,,,,0.0,,,,952.4666666666667,53.73333333333333,,
Kolkata,2022-07-01,26.0,,,,,26.0,,258.3225806451613,,183.67741935483872,,,,,,,,,,955.2903225806451,105.6774193548387,,
Kolkata,2022-08-01,27.870967741935484,,,,27.0,,,277.83870967741933,,192.48387096774192,,,,,,,,,,952.4032258064516,113.2258064516129,,
Kolkata,2022-09-01,26.0,,,,26.0,,,260.0,,207.13333333333333,,,,,,,,,,991.4666666666667,104.86666666666666,,
Kolkata,2022-10-01,26.0,,,,26.0,,,260.0,,237.3548387096774,,,,,,,,,,968.7096774193549,103.16129032258064,,
Kolkata,2022-11-01,26.0,,,,26.0,,,274.73333333333335,,209.73333333333332,,,,,,,,,,1080.7333333333333,102.26666666666668,,
Kota,2022-04-01,,,,,,,,,,25.133333333333333,,,,,,26.0,,,,321.9666666666667,,,
Kota,2022-05-01,,,,,,,,,,26.0,,,,,,26.0,,,,297.3225806451613,,,
Kota,2022-06-01,,,,,,,,,,26.0,,,,,,26.0,,,,237.89999999999998,,,
Kota,2022-07-01,,,,,,,,,,25.161290322580648,,,,,,26.0,,,,258.741935483871,,,
Kota,2022-08-01,,,,,,,,,,27.0,,,,,,27.0,,,,339.6774193548387,,,
Kota,2022-09-01,,,,,,,,,,26.0,,,,,,26.0,,,,309.4,,,
Kota,2022-10-01,,,,,,,,,,25.580645161290324,,,,,,25.580645161290324,,,,317.45161290322585,,,
Kota,2022-11-01,,,,,,,,,,26.0,,,,,,26.0,,,,340.1666666666667,,,
Lucknow,2022-04-01,26.0,155.13333333333333,,421.2,,,498.33333333333337,107.46666666666665,56.33333333333333,105.73333333333332,,,,158.6,,24.266666666666666,,26.0,,926.0333333333333,23.400000000000002,585.0,
Lucknow,2022-05-01,23.483870967741936,166.28817204301075,,418.6559139784946,,,557.2946236559139,103.18924731182796,74.64516129032259,97.29032258064515,,,,173.64086021505375,,30.221505376344087,,24.32258064516129,,968.9892473118279,24.32258064516129,565.374193548387,
Lucknow,2022-06-01,26.0,158.60000000000002,,445.03333333333336,,,548.6,104.86666666666666,78.86666666666666,87.53333333333333,,,,170.73333333333332,,28.6,,26.0,,1011.4000000000001,25.133333333333333,567.6666666666667,
Lucknow,2022-07-01,26.0,142.58064516129033,,427.32258064516134,,,583.741935483871,106.51612903225806,83.87096774193547,109.03225806451613,,,,142.5806451612903,,27.677419354838708,,14.258064516129032,,1034.967741935484,25.161290322580644,560.258064516129,
Lucknow,2022-08-01,27.870967741935484,141.09677419354838,,464.2258064516129,,,617.516129032258,107.12903225806451,77.51612903225806,110.61290322580645,,,,138.48387096774192,,31.354838709677416,,27.0,,960.6774193548387,26.129032258064512,595.3064516129032,
Lucknow,2022-09-01,22.533333333333335,110.06666666666665,,494.0,12.133333333333333,,318.0666666666667,82.33333333333334,69.33333333333334,216.66666666666669,,,,135.20000000000002,,30.333333333333336,,25.133333333333333,,828.5333333333333,23.400000000000002,615.7666666666667,
