unit_name,month,Working Days--Worked Mandays--Present Head Count--Admin,Working Days--Worked Mandays--Present Head Count--Audit & Refilling,Working Days--Worked Mandays--Present Head Count--CHECKING,Working Days--Worked Mandays--Present Head Count--Checking,Working Days--Worked Mandays--Present Head Count--Data Analyst,Working Days--Worked Mandays--Present Head Count--Data analyst,Working Days--Worked Mandays--Present Head Count--Delivery,Working Days--Worked Mandays--Present Head Count--Dispatch,Working Days--Worked Mandays--Present Head Count--Expiry,Working Days--Worked Mandays--Present Head Count--Finance & Accounts,Working Days--Worked Mandays--Present Head Count--HR,Working Days--Worked Mandays--Present Head Count--IT,Working Days--Worked Mandays--Present Head Count--IT ,Working Days--Worked Mandays--Present Head Count--Inward,Working Days--Worked Mandays--Present Head Count--Overall Non - Ops,Working Days--Worked Mandays--Present Head Count--Overall Operation,Working Days--Worked Mandays--Present Head Count--PURCHASE,Working Days--Worked Mandays--Present Head Count--Purchase,Working Days--Worked Mandays--Present Head Count--SALES,Working Days--Worked Mandays--Present Head Count--Sales,Working Days--Worked Mandays--Present Head Count--Sales Return,Working Days--Worked Mandays--Present Head Count--Store,Working Days--Worked Mandays--Present Head Count--store
Indore,2022-11-01,,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
JP,2022-04-01,,,,,,,26.0,,,26.0,,,,,,26.0,,,,26.0,,,
JP,2022-05-01,,,,,,,26.0,,,26.0,,,,,,26.0,,,,26.0,,,
JP,2022-06-01,,,,,,,26.0,,,26.0,,,,,,26.0,,,,26.0,,,
JP,2022-07-01,,,,,,,26.0,,,26.0,,,,,,26.0,,26.0,,26.0,,,
JP,2022-08-01,,,,,,,27.0,,,27.0,,,,,,27.0,,27.0,,27.0,,,
JP,2022-09-01,,,,,,,26.0,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,
JP,2022-10-01,,,,,,,26.0,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,
JP,2022-11-01,,,,,,,26.0,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,
Jaipur,2022-04-01,,,,,,,26.0,,26.0,26.0,,,,,,26.0,,,,26.0,,,
Jaipur,2022-05-01,,,,,,,26.0,,26.0,26.0,,,,,,26.0,,,,26.0,,,
Jaipur,2022-06-01,,,,,,,26.0,,26.0,26.0,,,,,,26.0,,,,26.0,,,
Jaipur,2022-07-01,,,,,,,26.0,,26.0,26.0,,,,,,26.0,,,,26.0,,,
Jaipur,2022-08-01,,,,,,,27.0,,27.0,27.0,,,,,,27.0,,,,27.0,,,
Jaipur,2022-09-01,,,,,,,26.0,,26.0,26.0,,,,,,26.0,,,26.0,26.0,,,
Jaipur,2022-10-01,,,,,,,26.0,,26.0,26.0,,,,,26.0,26.0,,,26.0,26.0,,,
Jaipur,2022-11-01,,,,,,,26.0,,26.0,26.0,,,,,26.0,26.0,,,,26.0,,,
Jalandhar,2022-04-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,26.0,
Jalandhar,2022-05-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,26.0,
Jalandhar,2022-06-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,26.0,
Jalandhar,2022-07-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jalandhar,2022-08-01,,,,,,,,,,27.0,,,,,,,,,,27.0,,,
Jalandhar,2022-09-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Jalandhar,2022-10-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Jalandhar,2022-11-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Jamshedpur,2022-04-01,26.0,,,26.0,,26.0,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Jamshedpur,2022-05-01,26.0,,,26.0,,26.0,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Jamshedpur,2022-06-01,26.0,,,26.0,,26.0,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Jamshedpur,2022-07-01,26.0,,,26.0,,26.0,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Jamshedpur,2022-08-01,27.0,,,27.0,27.0,,,27.0,,27.0,,,,27.0,,27.0,,,,27.0,,27.0,
Jamshedpur,2022-09-01,26.0,26.0,,26.0,26.0,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Jamshedpur,2022-10-01,26.0,26.0,,26.0,26.0,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Jamshedpur,2022-11-01,26.0,26.0,,26.0,26.0,,,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Jhansi,2022-06-01,,,,,,,,,,,,,,,,,,,,,,26.0,
Jhansi,2022-07-01,,,,,,,,,,,,,,,,26.0,,,,,,,
Jhansi,2022-08-01,,,,,,,,,,,,,,27.0,,27.0,,,,27.0,,27.0,
Jhansi,2022-09-01,,,,26.0,,,,26.0,,,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Jodhpur,2022-04-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-05-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-06-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-07-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-08-01,,,,,,,,,,27.0,,,,,,27.0,,,,27.0,,,
Jodhpur,2022-09-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-10-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Jodhpur,2022-11-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kanpur,2022-04-01,,,,,,,26.0,,,,,,,,,,,,,26.0,,,
Kanpur,2022-05-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kanpur,2022-06-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kanpur,2022-07-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kanpur,2022-08-01,,,,,,,27.0,,,,,,,,,27.0,,,,27.0,,,
Kanpur,2022-09-01,,,,,,,26.0,,,,,,,,,26.0,,,,26.0,,,
Kanpur,2022-10-01,,,,,,,26.0,,,,,,,,,26.0,,,,26.0,,,
Kanpur,2022-11-01,,,,,,,26.0,,,,,,,,,26.0,,,,26.0,,,
Kharagpur,2022-04-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-05-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-06-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-07-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-08-01,,,,,,,,,,,,,,,,,,,,27.0,,,
Kharagpur,2022-09-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-10-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kharagpur,2022-11-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Kolkata,2022-04-01,26.0,,,,,26.0,26.0,26.0,,26.0,,,,,,26.0,,,,26.0,26.0,,
Kolkata,2022-05-01,26.0,,,,,26.0,26.0,26.0,,26.0,,,,,,26.0,,,,26.0,26.0,,
Kolkata,2022-06-01,26.0,,,,,26.0,26.0,26.0,,26.0,,,,,,26.0,,,,26.0,26.0,,
Kolkata,2022-07-01,26.0,,,,,26.0,,26.0,,26.0,,,,,,,,,,26.0,26.0,,
Kolkata,2022-08-01,27.0,,,,27.0,,,27.0,,27.0,,,,,,,,,,27.0,27.0,,
Kolkata,2022-09-01,26.0,,,,26.0,,,26.0,,26.0,,,,,,,,,,26.0,26.0,,
Kolkata,2022-10-01,26.0,,,,26.0,,,26.0,,26.0,,,,,,,,,,26.0,26.0,,
Kolkata,2022-11-01,26.0,,,,26.0,,,26.0,,26.0,,,,,,,,,,26.0,26.0,,
Kota,2022-04-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-05-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-06-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-07-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-08-01,,,,,,,,,,27.0,,,,,,27.0,,,,27.0,,,
Kota,2022-09-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-10-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Kota,2022-11-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Lucknow,2022-04-01,26.0,26.0,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-05-01,26.0,26.0,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-06-01,26.0,26.0,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-07-01,26.0,26.0,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-08-01,27.0,27.0,,27.0,,,27.0,27.0,27.0,27.0,,,,27.0,,27.0,,27.0,,27.0,27.0,27.0,
Lucknow,2022-09-01,26.0,26.0,,26.0,26.0,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-10-01,26.0,26.0,,26.0,26.0,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Lucknow,2022-11-01,26.0,26.0,,26.0,26.0,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Ludhiana,2022-04-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Ludhiana,2022-05-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Ludhiana,2022-06-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Ludhiana,2022-07-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Ludhiana,2022-08-01,,,,,,,,,,27.0,,,,,,,,,,27.0,,,
Ludhiana,2022-09-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Ludhiana,2022-10-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Ludhiana,2022-11-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Muzaffarpur,2022-04-01,,,,,,,,,,,,,,,,26.0,,,,26.0,,,
Muzaffarpur,2022-05-01,,,,,,,,,,,,,,,,26.0,,,,26.0,,,
Muzaffarpur,2022-06-01,,,,,,,,,,,,,,,,26.0,,,,26.0,,,
Muzaffarpur,2022-07-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Nagpur,2022-04-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Nagpur,2022-05-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Nagpur,2022-06-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Nagpur,2022-07-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Nagpur,2022-08-01,27.0,,,27.0,,,,27.0,27.0,27.0,,,,27.0,,,,27.0,,27.0,,27.0,
Nagpur,2022-09-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,,,26.0,,26.0,
Nagpur,2022-10-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,,,26.0,,26.0,
Nagpur,2022-11-01,26.0,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,,,,,26.0,,26.0,
Nashik,2022-04-01,,26.0,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,,26.0,
Nashik,2022-05-01,26.0,26.0,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,,26.0,
Nashik,2022-06-01,26.0,26.0,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,,26.0,
Nashik,2022-07-01,26.0,26.0,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,,26.0,
Nashik,2022-08-01,27.0,27.0,,27.0,,,,27.0,,,,,,27.0,,,,27.0,,27.0,,27.0,
Nashik,2022-09-01,26.0,26.0,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Nashik,2022-10-01,26.0,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Nashik,2022-11-01,26.0,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Patiala,2022-07-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Patiala,2022-08-01,,,,,,,,,,27.0,,,,,,,,,,27.0,,,
Patiala,2022-09-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Patiala,2022-10-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Patiala,2022-11-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Patna,2022-04-01,,26.0,,26.0,,26.0,,26.0,,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Patna,2022-05-01,,,,26.0,,26.0,,26.0,,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Patna,2022-06-01,26.0,,,26.0,,26.0,,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Patna,2022-07-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Patna,2022-08-01,27.0,,,27.0,,,,27.0,,27.0,,,,27.0,,27.0,,27.0,,27.0,,27.0,
Patna,2022-09-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Patna,2022-10-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Patna,2022-11-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Pondy,2022-04-01,,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Pondy,2022-05-01,,,,26.0,,,,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Pondy,2022-06-01,26.0,,,26.0,,26.0,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Pondy,2022-07-01,26.0,,,26.0,,26.0,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Pondy,2022-08-01,27.0,,,27.0,,27.0,27.0,27.0,27.0,27.0,,,,27.0,,27.0,,27.0,,27.0,,27.0,
Pondy,2022-09-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,,26.0,
Pondy,2022-10-01,26.0,,,26.0,26.0,,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Pondy,2022-11-01,26.0,,,26.0,26.0,,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,,26.0,
Prayagraj,2022-04-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Prayagraj,2022-05-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Prayagraj,2022-06-01,,,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Prayagraj,2022-07-01,,,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Prayagraj,2022-08-01,,,,27.0,,,,27.0,,,,,,27.0,,27.0,27.0,27.0,,27.0,27.0,27.0,
Prayagraj,2022-09-01,,26.0,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Prayagraj,2022-10-01,,26.0,,26.0,,,,26.0,,,,,,26.0,,26.0,26.0,,,26.0,26.0,26.0,
Prayagraj,2022-11-01,,26.0,,26.0,,,,26.0,,,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Pune,2022-04-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Pune,2022-05-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Pune,2022-06-01,,,,26.0,,,,,,26.0,,,,,,,,,,26.0,,26.0,
Pune,2022-07-01,,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Pune,2022-08-01,,,,,,,,27.0,,27.0,,,,,,,,,,27.0,,,
Pune,2022-09-01,,,,,,,,26.0,,26.0,,,,,,,,,,26.0,,,
Pune,2022-10-01,,,,,,,,26.0,,26.0,,,,,,26.0,,,,26.0,,,
Pune,2022-11-01,,,,,,,,26.0,,26.0,,,,,,26.0,,,,26.0,,,
Puri,2022-04-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-05-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-06-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-07-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-08-01,27.0,,,,,,,,,27.0,,,,,,,,,,27.0,,,
Puri,2022-09-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-10-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Puri,2022-11-01,26.0,,,,,,,,,26.0,,,,,,,,,,26.0,,,
Raipur,2022-04-01,,26.0,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Raipur,2022-05-01,,26.0,,26.0,,,,26.0,,,26.0,,,26.0,,,,,,26.0,26.0,26.0,
Raipur,2022-06-01,,26.0,,26.0,,,,26.0,,,,,,26.0,26.0,,,,,26.0,26.0,26.0,
Raipur,2022-07-01,,26.0,,26.0,,,,26.0,,,26.0,,,26.0,,,,,,26.0,26.0,26.0,
Raipur,2022-08-01,,27.0,,27.0,,,,27.0,,,,,,27.0,27.0,27.0,,,,27.0,27.0,27.0,
Raipur,2022-09-01,26.0,26.0,,26.0,,,,26.0,,,26.0,,,26.0,,26.0,,,,26.0,26.0,26.0,
Raipur,2022-10-01,,26.0,,26.0,,,,,,,26.0,,,26.0,,26.0,,,,26.0,26.0,26.0,
Raipur,2022-11-01,,26.0,,26.0,,,,,,,26.0,,,26.0,,26.0,,,,26.0,26.0,26.0,
Rajkot,2022-04-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-05-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-06-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-07-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-08-01,27.0,,,27.0,,,,27.0,,,,,,27.0,,,,,,27.0,27.0,27.0,
Rajkot,2022-09-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-10-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Rajkot,2022-11-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Ranchi,2022-04-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Ranchi,2022-05-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Ranchi,2022-06-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Ranchi,2022-07-01,,,,,,,,,,,,,,,,26.0,,,,26.0,,,
Ranchi,2022-08-01,,,,,,,,,,27.0,,,,,,27.0,,,,27.0,,,
Ranchi,2022-09-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Ranchi,2022-10-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Ranchi,2022-11-01,,,,,,,,,,26.0,,,,,,26.0,,,,26.0,,,
Sangli,2022-04-01,,,,26.0,,,,26.0,,26.0,,,,,,,,,,26.0,,26.0,
Sangli,2022-05-01,,,,,,,,26.0,,26.0,,,,,,,,,,26.0,,26.0,
Sangli,2022-06-01,,,,,,,,26.0,,26.0,,,,,,,,,,26.0,,26.0,
Sangli,2022-07-01,,,,,,,,26.0,,26.0,,,,,,,,,,26.0,,26.0,
Sangli,2022-08-01,27.0,,,,,,,27.0,,,,,,,,,,,,27.0,,27.0,
Sangli,2022-09-01,26.0,,,26.0,,,,26.0,,,,,,,,,,,,26.0,,26.0,
Sangli,2022-10-01,26.0,,,,,,,26.0,,,,,,,,,,,,26.0,,26.0,
Sangli,2022-11-01,26.0,,,,,,,26.0,,,,,,,,,,,,26.0,,26.0,
Simba,2022-04-01,26.0,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-05-01,26.0,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-06-01,26.0,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-07-01,,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-08-01,,27.0,,27.0,,27.0,,,27.0,27.0,,,,27.0,,27.0,,27.0,,27.0,27.0,27.0,
Simba,2022-09-01,26.0,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-10-01,26.0,26.0,,26.0,26.0,,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Simba,2022-11-01,26.0,26.0,,26.0,,26.0,,,26.0,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Surat,2022-04-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Surat,2022-05-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Surat,2022-06-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,
Surat,2022-07-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Surat,2022-08-01,27.0,,,27.0,,,,27.0,,27.0,,,,27.0,,27.0,,,,27.0,27.0,27.0,
Surat,2022-09-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Surat,2022-10-01,26.0,26.0,,26.0,,,,,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Surat,2022-11-01,26.0,26.0,,26.0,,,,,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,
VPIM,2022-04-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-05-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-06-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-07-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-08-01,27.0,,,27.0,,,27.0,27.0,27.0,27.0,27.0,,,27.0,,27.0,,27.0,,27.0,27.0,27.0,
VPIM,2022-09-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-10-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
VPIM,2022-11-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,26.0,,,26.0,,,,26.0,,26.0,26.0,26.0,
Varanasi,2022-04-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Varanasi,2022-05-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Varanasi,2022-06-01,,,,26.0,,,,26.0,,,,,,26.0,,26.0,,,,26.0,26.0,26.0,
Varanasi,2022-07-01,,,,,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Varanasi,2022-08-01,,,,,,,,27.0,,,,,,27.0,,,,,,27.0,27.0,27.0,
Varanasi,2022-09-01,,,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Varanasi,2022-10-01,,,,26.0,,,,26.0,,,,,,26.0,,,26.0,,,26.0,26.0,26.0,
Varanasi,2022-11-01,,,,26.0,,,,26.0,,,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-04-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-05-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-06-01,26.0,,,26.0,,,26.0,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-07-01,26.0,,,26.0,,,26.0,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-08-01,27.0,,,27.0,,,27.0,27.0,,27.0,,,,27.0,,,,27.0,,27.0,27.0,27.0,
Venk,2022-09-01,26.0,,,26.0,,,26.0,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-10-01,26.0,,,26.0,,,26.0,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Venk,2022-11-01,26.0,,,26.0,,,26.0,26.0,26.0,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Vijaywada,2022-05-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Vijaywada,2022-06-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Vijaywada,2022-07-01,,,,,,,,,,,,,,,,,,,,26.0,,,
Vijaywada,2022-08-01,,,,,,,,,,,,,,,,,,,,27.0,,,
Vijaywada,2022-09-01,26.0,,,26.0,,,,26.0,,,,,,26.0,,,,,,26.0,26.0,26.0,
Vizag,2022-04-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,,,,,26.0,26.0,26.0,
Vizag,2022-05-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,,,,,26.0,26.0,26.0,
Vizag,2022-06-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,26.0,,26.0,26.0,26.0,
Vizag,2022-07-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,,,26.0,,26.0,26.0,26.0,
Vizag,2022-08-01,27.0,,,27.0,,,,,,27.0,,,,,,27.0,,27.0,,27.0,27.0,27.0,
Vizag,2022-09-01,26.0,,,26.0,,,,26.0,,26.0,,,,26.0,,26.0,,,,26.0,26.0,26.0,26.0
